,movie_id,movie_title,release_date,unknown,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,overview
514,515,"Boot, Das (1981)",1997-04-04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.
515,516,Local Hero (1983),1983-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected."
516,517,Manhattan (1979),1979-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
517,518,Miller's Crossing (1990),1990-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
518,519,"Treasure of the Sierra Madre, The (1948)",1948-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
519,520,"Great Escape, The (1963)",1963-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
520,521,"Deer Hunter, The (1978)",1978-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
521,522,Down by Law (1986),1986-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
522,523,Cool Hand Luke (1967),1967-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform."
523,524,"Great Dictator, The (1940)",1940-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
524,525,"Big Sleep, The (1946)",1946-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
525,526,Ben-Hur (1959),1959-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
526,527,Gandhi (1982),1982-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
527,528,"Killing Fields, The (1984)",1984-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
528,529,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In the late '50s, young Ingemar learns a lot about life and himself when he is sent away from his sick mother to live with his aunt and uncle in a town full of eccentrics."
529,530,"Man Who Would Be King, The (1975)",1975-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
530,531,Shine (1996),1996-11-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
531,532,Kama Sutra: A Tale of Love (1996),1997-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Two female friends become sexual rivals at maturity.
532,533,"Daytrippers, The (1996)",1997-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"When she discovers a love letter written to her husband by an unknown paramour, the distraught Eliza turns to her tight-knit Long Island family for advice."
533,534,Traveller (1997),1997-04-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A man joins a group of nomadic con artists in rural North Carolina.
534,535,Addicted to Love (1997),1997-05-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple."
535,536,Ponette (1996),1997-05-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A four-year-old girl tries to come to terms with the sudden death of her mother.
536,537,My Own Private Idaho (1991),1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
537,538,Anastasia (1997),1997-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
538,539,Mouse Hunt (1997),1997-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.
539,540,Money Train (1995),1995-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him."
540,541,Mortal Kombat (1995),1995-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.
541,542,Pocahontas (1995),1995-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
542,543,"Misérables, Les (1995)",1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.
543,544,Things to Do in Denver when You're Dead (1995),1996-02-02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Five different criminals face imminent death after botching a job quite badly.
544,545,Vampire in Brooklyn (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings."
545,546,Broken Arrow (1996),1996-02-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
546,547,"Young Poisoner's Handbook, The (1995)",1996-02-23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.—Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
547,548,"NeverEnding Story III, The (1994)",1996-02-02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
548,549,Rob Roy (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite."
549,550,Die Hard: With a Vengeance (1995),1995-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
550,551,Lord of Illusions (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captivate the world, but they are not really what everyone thinks."
551,552,Species (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
552,553,"Walk in the Clouds, A (1995)",1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.
553,554,Waterworld (1995),1995-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
554,555,White Man's Burden (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain."
555,556,Wild Bill (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
556,557,Farinelli: il castrato (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"The story of castrato opera singer Carlo Broschi, who enthralled 18th-century European audiences under his stage name Farinelli."
557,558,Heavenly Creatures (1994),1994-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge."
558,559,Interview with the Vampire (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
559,560,"Kid in King Arthur's Court, A (1995)",1995-01-01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,A Little League player is sent back into medieval times where he is given the task of saving Camelot.
560,561,Mary Shelley's Frankenstein (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
561,562,"Quick and the Dead, The (1995)",1995-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
562,563,Stephen King's The Langoliers (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Most of the passengers on an airplane disappear, and the remainder land the plane in a mysteriously barren airport."
563,564,Tales from the Hood (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
564,565,Village of the Damned (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,A small town's women give birth to unfriendly alien children posing as humans.
565,566,Clear and Present Danger (1994),1994-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
566,567,Wes Craven's New Nightmare (1994),1994-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?
567,568,Speed (1994),1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
568,569,Wolf (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Publisher Will Randall becomes a demon wolf and has to fight to keep his job.
569,570,Wyatt Earp (1994),1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action."
570,571,Another Stakeout (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.
571,572,Blown Away (1994),1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.
572,573,Body Snatchers (1993),1993-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.
573,574,Boxing Helena (1993),1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion."
574,575,City Slickers II: The Legend of Curly's Gold (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets."
575,576,Cliffhanger (1993),1993-01-01,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
576,577,Coneheads (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Aliens with conical crania crash-land on Earth.
577,578,Demolition Man (1993),1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
578,579,Fatal Instinct (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance."
579,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that."
580,581,Kalifornia (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself."
581,582,"Piano, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker."
582,583,Romeo Is Bleeding (1993),1993-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster."
583,584,"Secret Garden, The (1993)",1993-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets."
584,585,Son in Law (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town."
585,586,Terminal Velocity (1994),1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.
586,587,"Hour of the Pig, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy.—Reid Gagle"
587,588,Beauty and the Beast (1991),1991-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
588,589,"Wild Bunch, The (1969)",1969-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
589,590,Hellraiser: Bloodline (1996),1996-03-08,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions."
590,591,Primal Fear (1996),1996-03-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
591,592,True Crime (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation."
592,593,Stalingrad (1993),1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad."
593,594,Heavy (1995),1996-06-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant."
594,595,"Fan, The (1996)",1996-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,An all star baseball player becomes the unhealthy focus of a down on his luck salesman.
595,596,"Hunchback of Notre Dame, The (1996)",1996-06-21,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
596,597,Eraser (1996),1996-06-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
597,598,"Big Squeeze, The (1996)",1996-09-06,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.—Gary Dickerson <slug@mail.utexas.edu>"
598,599,Police Story 4: Project S (Chao ji ji hua) (1993),1996-08-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In this sequel Michelle realizes her ex-boyfriend has become a criminal and now works for a gang of high-tech bank robbers and its up to her to stop them and reform him.
599,600,Daniel Defoe's Robinson Crusoe (1996),1996-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1703: Robinson Crusoe has to leave Scotland for a year, but after months sailing, a storm wrecks his ship. He ends up as only survivor on a desolate island."
600,601,For Whom the Bell Tolls (1943),1943-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge."
601,602,"American in Paris, An (1951)",1951-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.
602,603,Rear Window (1954),1954-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
603,604,It Happened One Night (1934),1934-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
604,605,Meet Me in St. Louis (1944),1944-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Young love and childish fears highlight a year in the life of a turn-of-the-century family.
605,606,All About Eve (1950),1950-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
606,607,Rebecca (1940),1940-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
607,608,Spellbound (1945),1945-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
608,609,Father of the Bride (1950),1950-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding."
609,610,Gigi (1958),1958-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long."
610,611,Laura (1944),1944-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,A police detective falls in love with the woman whose murder he is investigating.
611,612,Lost Horizon (1937),1937-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay."
612,613,My Man Godfrey (1936),1936-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.
613,614,Giant (1956),1956-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
614,615,"39 Steps, The (1935)",1935-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information."
615,616,Night of the Living Dead (1968),1968-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,A ragtag group of survivors barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast portion of the United States.
616,617,"Blue Angel, The (Blaue Engel, Der) (1930)",1930-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.
617,618,Picnic (1955),1955-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Emotions are ignited among the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labor Day picnic.
618,619,Extreme Measures (1996),1996-09-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A young doctor confronts a famous colleague when he learns about the true methods of his work.
619,620,"Chamber, The (1996)",1996-10-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.
620,621,"Davy Crockett, King of the Wild Frontier (1955)",1955-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo."
621,622,Swiss Family Robinson (1960),1960-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Swiss family must survive being shipwrecked on a deserted island.
622,623,Angels in the Outfield (1994),1994-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
623,624,"Three Caballeros, The (1945)",1945-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster)."
624,625,"Sword in the Stone, The (1963)",1963-01-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
625,626,So Dear to My Heart (1949),1949-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,This heartwarming classic tells the tale of a country boy who adopts a mischevious black lamb and learns valuable lessons about love and dedication.
626,627,Robin Hood: Prince of Thieves (1991),1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.
627,628,Sleepers (1996),1996-10-18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
628,629,Victor/Victoria (1982),1982-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
629,630,"Great Race, The (1965)",1965-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris."
630,631,"Crying Game, The (1992)",1992-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world."
631,632,Sophie's Choice (1982),1982-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust."
632,633,"Christmas Carol, A (1938)",1938-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An elderly miser learns the error of his ways on Christmas Eve.
633,634,Microcosmos: Le peuple de l'herbe (1996),1996-10-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A documentary on insect life in meadows and ponds.
634,635,"Fog, The (1980)",1980-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.
635,636,Escape from New York (1981),1981-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
